Tweet ID,Date Created,Tweet,Favorite Count,Retweets,Language,User ID,User Name,User Twitter Handle,Follower Count,Friend Count,Location,Verified
1128739521753907202,2019-05-15 19:10:47,"....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides, views, and policies are covered. I’m sure that Iran will want to talk soon.",78104,16130,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128739520311066626,2019-05-15 19:10:47,"The Fake News Washington Post, and even more Fake News New York Times, are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever....",97642,21752,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128736013160001544,2019-05-15 18:56:51,"We stand firmly, strongly, and proudly with the incredible men and women of law enforcement. You do not hear it nearly enough, but Americans across this Country love you, support you, and respect you more than you could possibly know! #PeaceOfficersMemorialDay https://t.co/T0qB5zN7WG",90421,22669,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128726868738310149,2019-05-15 18:20:30,"The courage &amp; sacrifice of our heroes is the reason our flag stands tall, our hearts beat with pride, and our Country remains one people, one family, and one NATION UNDER GOD. Today, we thank you, we honor you, &amp; we forever cherish the memory of our Fallen Men and Women in Blue! https://t.co/ARHYgDVi3M",77701,19079,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128644567031537665,2019-05-15 12:53:28,"Thank you Joe and remember, the BRAIN is much sharper also! https://t.co/h1fG1GRQ99",103317,22423,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128643328877187073,2019-05-15 12:48:33,"RT @EricTrump: Very proud of @realDonaldTrump - he is going an amazing job!

Trump Average Approval Ratings Skyrocket To Highest Point In Y…",0,15486,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128507341903728642,2019-05-15 03:48:11,"RT @EricTrump: Spare me? First you have never created a job in your life. Second, our great city has gone to shit under your leadership. Cr…",0,31890,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128456391147044864,2019-05-15 00:25:44,The golden era of American energy is now underway! https://t.co/gEmhoMlLoc,100273,23837,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128408193699340294,2019-05-14 21:14:12,"With incredible grit, skill, and pride, the 7,000 workers here at Sempra Energy are helping lead the American Energy Revolution. They are not only making our nation WEALTHIER but they are making America SAFER by building a future of American Energy INDEPENDENCE! https://t.co/Hqn9wEIXo9",56564,14282,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128400932163735556,2019-05-14 20:45:21,"It is great to be here in Hackberry, Louisiana with the incredible men and women who are making America into the energy superpower of the world! https://t.co/l0DrjtHf62",57629,14253,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128336007856660481,2019-05-14 16:27:22,"Today marks the one-year anniversary of the opening of the United States Embassy in Jerusalem, Israel. Our beautiful embassy stands as a proud reminder of our strong relationship with Israel and of the importance of keeping a promise and standing for the truth.",127677,27962,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128324921514438657,2019-05-14 15:43:19,"When Prime Minister @AbeShinzo of Japan visited with me in the @WhiteHouse two weeks ago, I told him that I would be going to the G20 in Osaka, Japan. I look forward to being with him and other World Leaders!",64360,13192,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128313842059087872,2019-05-14 14:59:17,"Our great Senator (and Star) from the State of Arkansas, @TomCottonAR, has just completed a wonderful book, “Sacred Duty,” about Arlington National Cemetery and the men and women who serve with such love and devotion. On sale today, make it big!",49311,11394,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128277703570984960,2019-05-14 12:35:41,"China will be pumping money into their system and probably reducing interest rates, as always, in order to make up for the business they are, and will be, losing. If the Federal Reserve ever did a “match,” it would be game over, we win! In any event, China wants a deal!",70756,17034,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128261067422019584,2019-05-14 11:29:35,"....This money will come from the massive Tariffs being paid to the United States for allowing China, and others, to do business with us. The Farmers have been “forgotten” for many years. Their time is now!",66513,13508,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128261066654408709,2019-05-14 11:29:35,"Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product, the best, but if not your Country will be making up the difference based on a very high China buy......",76357,15677,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128257892514246657,2019-05-14 11:16:58,"....of the tremendous ground we have lost to China on Trade since the ridiculous one sided formation of the WTO. It will all happen, and much faster than people think!",82819,15265,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128257891805298690,2019-05-14 11:16:58,"When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but, as I have told him many times before, this must be a great deal for the United States or it just doesn’t make any sense. We have to be allowed to make up some.....",104560,20001,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128251531114033153,2019-05-14 10:51:41,"Billions of Dollars, and moving jobs back to the USA where they belong. Other countries are already negotiating with us because they don’t want this to happen to them. They must be a part of USA action. This should have been done by our leaders many years ago. Enjoy!",68499,14393,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128251530442940417,2019-05-14 10:51:41,"We can make a deal with China tomorrow, before their companies start leaving so as not to lose USA business, but the last time we were close they wanted to renegotiate the deal. No way! We are in a much better position now than any deal we could have made. Will be taking in.....",75498,15830,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128246370471694336,2019-05-14 10:31:11,"....so that they will be more competitive for USA buyers. We are now a much bigger economy than China, and have substantially increased in size since the great 2016 Election. We are the “piggy bank” that everyone wants to raid and take advantage of. NO MORE!",69499,14191,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128246369674829832,2019-05-14 10:31:10,"China buys MUCH less from us than we buy from them, by almost 500 Billion Dollars, so we are in a fantastic position. Make your product at home in the USA and there is no Tariff. You can also buy from a non-Tariffed country instead of China. Many companies are leaving China.....",91505,19495,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128242506771128320,2019-05-14 10:15:50,"In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on “dumped” steel from China &amp; other countries, and we now have a big and growing industry. We had to save Steel for our defense and auto industries, both of which are coming back strong!",78978,18571,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128076346184404994,2019-05-13 23:15:34,"I met Marine Sgt. John Peck, a quadruple amputee who has received a double arm transplant, at Walter Reed in 2017. Today, it was my honor to welcome John (HERO) to the Oval, with his wonderful wife Jessica. He also wrote a book that I highly recommend, “Rebuilding Sergeant Peck.” https://t.co/eiNnHcEU7x",96083,21095,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128065224018472960,2019-05-13 22:31:22,Wishing former President Jimmy Carter a speedy recovery from his hip surgery earlier today. He was in such good spirits when we spoke last month - he will be fine!,86085,13370,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128055686670233600,2019-05-13 21:53:28,"Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company, &amp; thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever! https://t.co/WaJxDeTuxj",45848,11747,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128052763118718976,2019-05-13 21:41:51,"Today, I officially updated my budget to include $18 million for our GREAT @SpecialOlympics, whose athletes inspire us and make our Nation so PROUD!",77959,15516,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128051913419837442,2019-05-13 21:38:29,"We must protect our Great Lakes, keeping them clean and beautiful for future generations. That’s why I am fighting for $300 million in my updated budget for the Great Lakes Restoration Initiative.",80844,17341,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128050996545036288,2019-05-13 21:34:50,"Under my Administration, we are restoring @NASA to greatness and we are going back to the Moon, then Mars. I am updating my budget to include an additional $1.6 billion so that we can return to Space in a BIG WAY!",85513,18331,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128050330028134401,2019-05-13 21:32:11,My Administration will be fighting for $200 million for the Army Corps Everglades restoration work this year. Congress needs to help us complete the world’s largest intergovernmental watershed restoration project ASAP! Good for Florida and good for the environment.,69162,16550,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1128027727716655105,2019-05-13 20:02:22,"RT @WhiteHouse: This afternoon, President Trump welcomed Prime Minister Viktor Orban of Hungary to the Oval Office. https://t.co/OgdONwKRB6",0,10146,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127965569821626368,2019-05-13 15:55:23,"..There will be nobody left in China to do business with. Very bad for China, very good for USA! But China has taken so advantage of the U.S. for so many years, that they are way ahead (Our Presidents did not do the job). Therefore, China should not retaliate-will only get worse!",78382,16557,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127965568747933696,2019-05-13 15:55:22,"...completely avoided if you buy from a non-Tariffed Country, or you buy the product inside the USA (the best idea). That’s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. That’s why China wants to make a deal so badly!...",72644,14673,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127965567359574016,2019-05-13 15:55:22,"There is no reason for the U.S. Consumer to pay the Tariffs, which take effect on China today. This has been proven recently when only 4 points were paid by the U.S., 21 points by China because China subsidizes product to such a large degree. Also, the Tariffs can be.....",87487,18734,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127938873630367744,2019-05-13 14:09:18,"Democrat Rep. Tlaib is being slammed for her horrible and highly insensitive statement on the Holocaust. She obviously has tremendous hatred of Israel and the Jewish people. Can you imagine what would happen if I ever said what she said, and says?",110433,30111,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127936425834504192,2019-05-13 13:59:34,"Bernie Sanders, “The Economy is doing well, and I’m sure I don’t have to give Trump any credit - I’m sure he’ll take all the credit that he wants.” Wrong Bernie, the Economy is doing GREAT, and would have CRASHED if my opponent (and yours), Crooked Hillary Clinton, had ever won!",93899,22125,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127924930048339969,2019-05-13 13:13:53,"RT @GOPChairwoman: Asian Americans are winning with @realDonaldTrump:
 
2.1% unemployment rate – the lowest in history!

Asian taxpayers re…",0,8430,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127924514598412289,2019-05-13 13:12:14,"RT @GOPChairwoman: Joe Biden let China get away with cheating when he was Vice President, and he continues to naively dismiss China today.…",0,14555,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127898588565135360,2019-05-13 11:29:13,"Has anyone noticed that all the Boston @RedSox have done is WIN since coming to the White House! Others also have done very well. The White House visit is becoming the opposite of being on the cover of Sports Illustrated! By the way, the Boston players were GREAT guys!",63312,12891,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127891815628144640,2019-05-13 11:02:18,The unexpectedly good first quarter 3.2% GDP was greatly helped by Tariffs from China. Some people just don’t get it!,58076,13405,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127890323055742976,2019-05-13 10:56:22,"Also, congratulations to @OANN on the great job you are doing and the big ratings jump (“thank you President Trump”)!",64267,15385,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127889348874113024,2019-05-13 10:52:30,"Thank you @foxandfriends, great show this morning and congratulations on your number one (by far) rating. Well deserved!",59302,11206,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127888569543077888,2019-05-13 10:49:24,"I say openly to President Xi &amp; all of my many friends in China that China will be hurt very badly if you don’t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal, almost completed, &amp; you backed out!",86505,20583,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127878614761050112,2019-05-13 10:09:51,"information! As long as President Trump is President, his opposition will use every tool, and misuse every tool available, to make his life miserable.” @TomFitton @JudicialWatch @LouDobbs  Sadly, this proves I am doing a great job - Also, Best Economy and Employment Numbers EVER!",74022,16911,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127878613905420289,2019-05-13 10:09:51,"“It’s the attack strategy of harass. This is not about the Attorney General, who is very sophisticated &amp; knows it isn’t about him, it’s about trying to destroy President Trump through an assault on his AG for upholding the rule of law. He released a massive amount of......",75820,18294,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127755538765438977,2019-05-13 02:00:47,....overthrow the President through an illegal coup.” (Recommended by previous DOJ) @TomFitton @JudicialWatch,69082,17115,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127755537997811712,2019-05-13 02:00:47,....and the Democrat National Committee-The Democrat Party apparatus-has been caught using donor Dollars to Collude with Russian Intelligence to attack a domestic political opponent (me). The FBI has no leadership. The Director is protecting the same gang.....that tried to....,68951,16964,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127755536638906370,2019-05-13 02:00:47,"“Just another abuse of power in a long series of abuses of power by the Democrats that began during the Obama Administration, continued through the Mueller FBI operation, &amp; now the baton has been passed to Jerry Nadler to continue to abuse power to harass President Trump..",84495,21295,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127745216088367106,2019-05-13 01:19:46,"“Even Director James Clapper admits that the FBI actions against the Trump Presidential Campaign do in fact meet the definition of spying, perhaps FBI Director Christopher Wray will be the next to do so.” @LouDobbs",64408,17639,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127715742898692097,2019-05-12 23:22:39,"China is DREAMING that Sleepy Joe Biden, or any of the others, gets elected in 2020. They LOVE ripping off America!",80510,19194,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127714988313980928,2019-05-12 23:19:39,The “Constitutional Crisis” is the Democrats refusing to work. Let them start by fixing the mess that their Immigration Laws have caused at the Southern Border.,63201,17502,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127714109921869836,2019-05-12 23:16:10,"When the Mueller Report came out showing NO Collusion with Russia (of course), it was supposed to be over, back to work for the people. But the Dems have gone “nuts,” and it has actually gotten worse! Hope the Republicans win back the House in 2020, or little will get done!",68678,18106,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127712737310728194,2019-05-12 23:10:43,"Ever since the Mueller Report showed No Collusion &amp; No Obstruction, the Dems have been working overtime to damage me and the Republican Party by issuing over 80 demands for documents and testimonies, and with NO REASON. That’s all they want to do - don’t care about anything else!",68706,17647,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127710864650514432,2019-05-12 23:03:16,"Despite two years and millions of dollars spent, the Democrats are acting like crazed lunatics ever since the results of the Mueller Report were made public. But they knew there was NOTHING even before the Report was started. It is all a big Hoax, the biggest in American history!",63276,16246,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127688824409264129,2019-05-12 21:35:41,"....employment numbers ever, low taxes &amp; regulations, a rebuilt military &amp; V.A., many great new judges, &amp; so much more. But we have had a giant SCAM perpetrated upon our nation, a Witch Hunt, a Treasonous Hoax. That is the Constitutional Crisis &amp; hopefully guilty people will pay!",71918,17198,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127688823264169984,2019-05-12 21:35:41,"The Democrats new and pathetically untrue sound bite is that we are in a “Constitutional Crisis.” They and their partner, the Fake News Media, are all told to say this as loud and as often as possible. They are a sad JOKE! We may have the strongest Economy in our history, best...",79948,19720,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127681373966409730,2019-05-12 21:06:05,"....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture), which is a small percentage of total Tariffs received, and distribute the food to starving people in nations around the world! GREAT! #MAGA",73151,15590,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127681372896800768,2019-05-12 21:06:05,"We are right where we want to be with China. Remember, they broke the deal with us &amp; tried to renegotiate. We will be taking in Tens of Billions of Dollars in Tariffs from China. Buyers of product can make it themselves in the USA (ideal), or buy it from non-Tariffed countries...",89910,19471,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127635456831569920,2019-05-12 18:03:38,"RT @GOPChairwoman: The @realDonaldTrump effect on the 2020 Senate Map:
 
Chuck Schumer is 0-7 in recruiting Senate challengers!
https://t.c…",0,6871,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127635285246914561,2019-05-12 18:02:57,"RT @GOPChairwoman: Republicans and @realDonaldTrump are delivering for Americans:
 
*6M new jobs
 
*Unemployment at 3.6%, the lowest since…",0,9063,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127635174693515270,2019-05-12 18:02:30,RT @WhiteHouse: President @realDonaldTrump put forward 4 principles to protect American patients from the financial devastation of surprise…,0,8537,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127634612564443137,2019-05-12 18:00:16,"RT @TomFitton: Schiff knew. 

Comey knew. 

Obama knew. 

Susan Rice knew. 

Biden knew. 

Brennan knew. 

Clapper knew. 

Peter Strzok kne…",0,20300,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127633247024840705,2019-05-12 17:54:51,Really sad! https://t.co/OjzNjhJeHt,40349,10462,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127632644471128065,2019-05-12 17:52:27,https://t.co/6Xc1NJnf1Z,33708,9781,und,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127631564869963776,2019-05-12 17:48:10,"RT @RichLowry: I know he won’t do this, because obviously the political narrative is important to him and people around him, but Mueller sh…",0,4497,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127629495995961344,2019-05-12 17:39:56,RT @LisaMei62: .@KimStrassel discusses what she wrote about in her column today re: how very powerful people in DC are panicking because AG…,0,12848,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127627180186451968,2019-05-12 17:30:44,"RT @TheRightMelissa: @RealCandaceO Yap Candace! No one in their right mind believes the crazy looney toon things coming out of the left. 
T…",0,6059,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127626794314752001,2019-05-12 17:29:12,"RT @TheRightMelissa: @RealCandaceO Because if they acknowledge the reality that Trump is neither of those things, they would be essentially…",0,5881,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127622664477134848,2019-05-12 17:12:48,Big attacks on Republicans and Conservatives by Social Media. Not good!,94812,23268,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127622343952609280,2019-05-12 17:11:31,https://t.co/NlL3YNhxly,78525,14250,und,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127529871025090562,2019-05-12 11:04:04,"....Hoax. My campaign was being seriously spied upon by intel agencies and the Democrats. This never happened before in American history, and it all turned out to be a total scam, a Witch Hunt, that yielded No Collusion, No Obstruction. This must never be allowed to happen again!",121245,26408,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127529870014201856,2019-05-12 11:04:04,"Think of it. I became President of the United States in one of the most hard fought and consequential elections in the history of our great nation. From long before I ever took office, I was under a sick &amp; unlawful investigation concerning what has become known as the Russian....",130278,28943,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127522331247693824,2019-05-12 10:34:06,"RT @VP: Under the leadership of @Potus Trump our economy is roaring. Businesses large and small have created more than 5.8 million jobs, un…",0,8727,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127522226381774850,2019-05-12 10:33:41,"....President who is willing to have the battle, and we have a great Attorney General who is willing to lead the battle, and they are going to get to the bottom of it.” @EdRollins  @LouDobbs",82128,18479,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127522225224146949,2019-05-12 10:33:41,"“The Democrats have nothing. Just want to distract from this President. The FBI was not doing its job, the State Department was covering things up everyday for Hillary. At the end of the day they’re fearful of what they did, and should be fearful. This is a tough.....",88500,20559,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127418407295553538,2019-05-12 03:41:09,RT @realDonaldTrump: Such an easy way to avoid Tariffs? Make or produce your goods and products in the good old USA. It’s very simple!,0,30159,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127418239301169152,2019-05-12 03:40:29,RT @realDonaldTrump: I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around fo…,0,26176,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127418214785474562,2019-05-12 03:40:23,"RT @realDonaldTrump: ....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history, &amp; much mo…",0,20946,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127355718074548226,2019-05-11 23:32:03,RT @TomFitton: Democratic leaders don't want to talk about the criminal conspiracy their party was involved in related to the illegal spyin…,0,10314,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127354617648619521,2019-05-11 23:27:40,RT @GOPChairwoman: An Ohio manufacturing CEO explains that cracking down on China has meant stability and predictability for his business.…,0,13545,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127342552745762816,2019-05-11 22:39:44,"I was NOT going to fire Bob Mueller, and did not fire Bob Mueller. In fact, he was allowed to finish his Report with unprecedented help from the Trump Administration. Actually, lawyer Don McGahn had a much better chance of being fired than Mueller. Never a big fan!",85724,19185,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127337212813742082,2019-05-11 22:18:31,"....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history, &amp; much more), and the deal will become far worse for them if it has to be negotiated in my second term. Would be wise for them to act now, but love collecting BIG TARIFFS!",99727,20946,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127337211777757191,2019-05-11 22:18:30,"I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election, 2020, to see if they could get lucky &amp; have a Democrat win - in which case they would continue to rip-off the USA for $500 Billion a year....",116055,26176,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127283257383555072,2019-05-11 18:44:07,"So now the Radical Left Dems don’t talk about Collusion anymore, because the Mueller Report said there was No Collusion, they only want to talk about Obstruction, even though there was No Obstruction or No Crime - except for the crimes committed by the other side!",89304,21872,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127280257965412352,2019-05-11 18:32:12,"I won the 2016 Election partially based on no Tax Returns while I am under audit (which I still am), and the voters didn’t care. Now the Radical Left Democrats want to again relitigate this matter. Make it a part of the 2020 Election!",89854,19581,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127210559059972099,2019-05-11 13:55:14,Such an easy way to avoid Tariffs? Make or produce your goods and products in the good old USA. It’s very simple!,137444,30159,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127189799973076992,2019-05-11 12:32:45,"RT @ByronYork: If she was part of Russia 2016 campaign operation, odd that Mueller wasn't interested...
RT @texan_21c: @ByronYork She was a…",0,6470,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127189153874173952,2019-05-11 12:30:11,"RT @nedryun: Love how Comey and Baker trying to get out there ahead of FISA report. But sorry, boys. Barr doesn’t give a rip about public o…",0,10022,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
1127189046931939331,2019-05-11 12:29:45,"RT @WhiteHouse: Sen. @HawleyMO: “Large quantities of drugs are smuggled across the border. Isn’t that right?""

Border Patrol Chief: “That i…",0,9737,en,25073877,Donald J. Trump,realDonaldTrump,60282019,46,"Washington, DC",True
